"","X","customer_no","Contribution_cont_amt","Contribution_campaign_name","Contribution_cont_dt","Constituency_1","Constituency_2","Constituency_3","Constituency_4","Constituency_5","Constituency_6","Address_postal_code","cont_yr","cont_month","clean_zips","lat","long"
"6309",6309,4054734,15,"CLd14 Annual Fund","4/25/2016 0:00",NA,NA,"poS",NA,NA,NA,"15222-3504",2014,11,15370,39.892235,-80.17983
"6310",6310,3050419,10000,"CLd09 Annual Fund","4/19/2016 0:00",NA,NA,NA,NA,NA,NA,"16127-2410",2000,7,15701,40.626307,-79.16146
"6311",6311,423553,100,"CLd09 Annual Fund","9/17/2007 0:00",NA,NA,NA,NA,NA,NA,"26508-9183",2012,9,15090,40.617016,-80.05916
"6312",6312,3018771,500,"CLd09 Annual Fund","9/14/2016 0:00",NA,NA,NA,NA,NA,NA,"15212-5200",2014,11,15206,40.468968,-79.91863
"6313",6313,290135,50,"CLd05 Annual Fund","9/17/2015 0:00","clS",NA,NA,NA,NA,NA,"15143-8408",2011,8,15237,40.552768,-80.03227
"6314",6314,3282815,125,"CLd16 Annual Fund","9/30/2013 0:00","clS",NA,NA,NA,NA,NA,"15237-6355",2014,8,15342,40.241854,-80.21445
"6315",6315,3456245,25,"CLd13 Annual Fund","4/19/2016 0:00","ptS",NA,NA,NA,NA,NA,"15243-1012",2015,4,15101,40.570915,-79.96033
"6316",6316,4068422,25,"CLd04 Annual Fund","2/3/2016 0:00","ptT","ptT",NA,NA,NA,NA,"15017-1163",2016,12,15552,39.805436,-79.00013
"6317",6317,241474,25,"CLd15 Annual Fund","10/11/2016 0:00","ptT","ptT",NA,NA,NA,NA,"15044-9691",2016,7,15642,40.325902,-79.71324
"6318",6318,82442,250,"CLd16 Annual Fund","9/27/2016 0:00","clS",NA,NA,NA,NA,NA,"15234-1353",1999,9,29016,34.200042,-80.98653
"6319",6319,3151377,75,"CLd17 Wine Tasting & Auction","6/16/2015 0:00",NA,NA,NA,NA,NA,NA,"10128-6105",2015,11,15238,40.518701,-79.86744
"6320",6320,393125,200,"CLd16 Annual Fund","6/30/2009 0:00",NA,NA,NA,NA,NA,NA,"15137-2502",2015,6,15224,40.463463,-79.94612
"6321",6321,255480,100,"CLd11 Annual Fund","1/5/2015 0:00",NA,"poS",NA,NA,NA,NA,"15201-2808",2013,10,15143,40.561091,-80.15554
"6322",6322,3030508,50,"CLd06 Annual Fund","9/23/2014 0:00","clS","clS",NA,NA,NA,NA,"15215-2911",2011,7,15065,40.628522,-79.72566
"6323",6323,3018266,25,"CLd05 Annual Fund","9/20/2013 0:00",NA,NA,NA,NA,NA,NA,"15222-3504",2012,3,26070,40.266698,-80.59709
"6324",6324,4005200,25,"CLd10 Annual Fund","8/30/2010 0:00","clS",NA,NA,NA,NA,NA,"30033-5305",2015,9,15239,40.482655,-79.74278
"6325",6325,3305008,100,"CLd07 Annual Fund","9/30/2013 0:00",NA,NA,NA,NA,NA,NA,"15238-1030",2010,7,15626,40.409992,-79.57266
"6326",6326,297759,50,"CLd13 Annual Fund","8/20/2003 0:00","clS",NA,"ptT",NA,NA,NA,"15108-3281",2014,9,15090,40.617016,-80.05916
"6327",6327,3142190,100,"CLd00 Annual Fund","10/28/1996 0:00",NA,NA,NA,"opT",NA,NA,"15227-3414",2014,5,15147,40.498218,-79.83426
"6328",6328,201223,25000,"CLd16 Annual Fund","8/6/1998 0:00",NA,NA,NA,NA,NA,NA,"16046-7131",2013,3,15301,40.170663,-80.25185
"6329",6329,53394,50,"CLd12 Annual Fund","5/5/2014 0:00","opT",NA,NA,NA,NA,NA,"15101-3470",2013,12,15216,40.400319,-80.03566
"6330",6330,3886459,25,"CLd14 Wine Tasting & Auction","8/7/2013 0:00",NA,NA,NA,NA,NA,NA,"15090-7626",2007,11,15241,40.329619,-80.07364
"6331",6331,150693,100,"CLd16 Annual Fund","6/3/2010 0:00",NA,NA,NA,NA,NA,NA,"15237-2264",2015,8,15222,40.447036,-79.99313
"6332",6332,3562532,50,"CLd16 Annual Fund","7/8/2009 0:00",NA,NA,NA,NA,NA,NA,"15090-7902",2009,11,15370,39.892235,-80.17983
"6333",6333,3122629,10,"CLd05 Annual Fund","5/20/2016 0:00","clG",NA,NA,NA,NA,NA,"15243-1738",2014,5,15227,40.377869,-79.97516
"6334",6334,179433,25,"CLd06 Annual Fund","7/18/2016 0:00","ptT",NA,NA,NA,NA,NA,"15025-3088",2016,5,16046,40.695658,-80.03359
"6335",6335,56579,50,"CLd12 Annual Fund","5/7/2016 0:00",NA,NA,"opT",NA,NA,NA,"15217-3162",2016,6,15627,40.339547,-79.30172
"6336",6336,238162,100,"CLd16 Annual Fund","7/13/2016 0:00","clS",NA,NA,"poS",NA,NA,"15146-4437",2016,7,15134,40.434436,-80.024817
"6337",6337,3929424,100,"CLd09 Annual Fund","3/4/2014 0:00","bwS",NA,NA,NA,NA,NA,"15626-7200",2014,5,16066,40.700423,-80.11374
"6338",6338,233130,25,"CLd13 Annual Fund","12/23/2008 0:00","bwS",NA,NA,NA,NA,NA,"16148-4510",2013,2,15222,40.447036,-79.99313
"6339",6339,3426409,100,"CLd16 Annual Fund","6/28/2013 0:00",NA,NA,NA,NA,NA,NA,"15759-4516",2011,11,15202,40.502918,-80.0704
"6340",6340,4068244,40,"CLd13 Wine Tasting & Auction","4/29/2014 0:00",NA,NA,NA,NA,NA,NA,"15222-4734",2016,6,15136,40.471618,-80.07695
"6341",6341,322817,100,"CLd16 Annual Fund","11/14/2015 0:00",NA,NA,NA,NA,NA,NA,"26062-2915",2012,8,15044,40.631011,-79.95766
"6342",6342,251293,50,"CLd08 Annual Fund","3/5/2009 0:00",NA,NA,NA,NA,NA,NA,"15044-7748",2011,9,16066,40.700423,-80.11374
"6343",6343,642923,20,"CLd15 Annual Fund","7/31/2016 0:00","bwS",NA,NA,NA,NA,NA,"15317-3906",1999,2,15243,40.372669,-80.0712
"6344",6344,3790636,60,"CLd14 Wine Tasting & Auction","6/16/2015 0:00","bwS",NA,NA,NA,NA,NA,"15332-3625",2015,3,15216,40.400319,-80.03566
"6345",6345,3664492,100,"CLd17 Annual Fund","9/12/2005 0:00","bwS",NA,NA,NA,NA,NA,"16002-8805",2014,8,15120,40.395336,-79.90635
"6346",6346,3295719,100,"CLd16 Annual Fund","11/12/2015 0:00",NA,NA,NA,NA,NA,NA,"15215-1911",2001,6,15205,40.436618,-80.07289
"6347",6347,4043082,100,"CLd13 Annual Fund","9/24/2013 0:00","clS",NA,NA,NA,NA,NA,"16059-2410",2014,12,15026,40.508376,-80.35953
"6348",6348,3201262,155,"CLd14 Annual Fund","8/17/2005 0:00","bwS",NA,NA,NA,NA,NA,"15221-3225",2008,12,16259,40.90764,-79.45161
"6349",6349,3308919,10,"CLd11 Annual Fund","8/18/2015 0:00",NA,"ptT",NA,"opT",NA,NA,"15090-8537",2003,6,15473,40.080727,-79.75697
"6350",6350,3846490,250,"CLd17 Annual Fund","7/7/2005 0:00",NA,NA,NA,NA,NA,NA,"15235-4546",2016,9,15243,40.372669,-80.0712
"6351",6351,189037,25,"CLd14 Annual Fund","10/27/2016 0:00",NA,"clS",NA,NA,NA,NA,"15642-4107",2009,9,16101,40.992023,-80.32747
"6352",6352,55835,25,"CLd15 Annual Fund","8/24/2012 0:00","clS","ptT",NA,NA,NA,NA,"15243-1152",2015,1,15238,40.518701,-79.86744
"6353",6353,3009238,180,"CLd11 Annual Fund","10/26/1999 0:00",NA,NA,NA,NA,NA,NA,"15001-9109",2013,4,16316,41.607955,-80.29601
"6354",6354,3008616,5,"CLd11 Annual Fund","9/1/2010 0:00",NA,NA,NA,"opT",NA,NA,"15044-8428",2008,4,15477,40.079169,-79.86448
"6355",6355,15124,50,"CLd16 Annual Fund","11/3/2014 0:00","ptS",NA,NA,NA,NA,NA,"15101-3470",2005,6,15317,40.26819,-80.16222
"6356",6356,4068711,100,"CLd16 Annual Fund","1/19/2016 0:00",NA,NA,NA,NA,NA,NA,"15237-1264",2014,10,15122,40.366177,-79.89418
"6357",6357,311613,50,"CLd09 Annual Fund","12/12/2012 0:00",NA,NA,NA,NA,NA,NA,"15237-1608",2001,8,15642,40.325902,-79.71324
"6358",6358,3136705,25,"CLd15 Annual Fund","3/26/2012 0:00","bwS","clS",NA,NA,NA,NA,"16117-1238",2010,11,15208,40.455168,-79.89709
"6359",6359,3071152,25,"CLd13 Annual Fund","6/14/2013 0:00","clS","ptT",NA,NA,NA,NA,"15601-1202",2008,6,15217,40.430919,-79.92569
"6360",6360,3017153,35,"CLd15 Annual Fund","10/29/2009 0:00","clS",NA,NA,"ptS",NA,NA,"44512-8008",2016,12,15108,40.500665,-80.18464
"6361",6361,303364,25,"CLd12 Wine Tasting & Auction","6/30/2011 0:00",NA,NA,NA,NA,NA,NA,"15222",1999,5,15108,40.500665,-80.18464
"6362",6362,49207,25,"CLd08 Annual Fund","8/25/2014 0:00","bwS",NA,NA,"ptT",NA,NA,"15139-0149",2005,3,15116,40.533806,-79.96303
"6363",6363,500409,250,"CLd03 Annual Fund","4/5/1999 0:00","clS",NA,NA,NA,NA,NA,"15044-7809",2009,7,44646,40.805131,-81.50101
"6364",6364,3647021,50,"CLd16 Annual Fund","9/27/2007 0:00",NA,NA,NA,NA,NA,NA,"15146-4437",2010,12,15228,40.372802,-80.0448
"6365",6365,3556447,10,"CLd11 Annual Fund","10/1/2001 0:00","clS",NA,NA,NA,NA,NA,"15221-2528",2015,11,44236,41.248795,-81.44679
"6366",6366,4102244,25,"CLd14 Annual Fund","4/25/2014 0:00","bwS",NA,NA,NA,NA,NA,"15601-1721",2013,8,15642,40.325902,-79.71324
"6367",6367,109427,25,"CLd16 Taste for Talent","9/30/2013 0:00",NA,NA,NA,NA,NA,NA,"15143-1202",2009,6,15208,40.455168,-79.89709
"6368",6368,538085,150,"CLd14 Wine Tasting & Auction","11/28/2016 0:00","clS",NA,NA,NA,NA,NA,"15222-3107",2014,5,15330,40.178679,-80.10014
"6369",6369,3117971,100,"CLd12 Taste for Talent","10/19/1998 0:00",NA,"clS","ptT",NA,NA,NA,"15601-1273",2011,9,15101,40.570915,-79.96033
"6370",6370,104746,35,"CLd08 Annual Fund","7/8/1999 0:00",NA,NA,NA,NA,NA,NA,"16127-1101",2014,3,15213,40.443269,-79.95487
"6371",6371,3357127,25,"CLd07 Annual Fund","12/9/2009 0:00",NA,NA,NA,NA,NA,NA,"15701-8930",2014,2,15116,40.533806,-79.96303
"6372",6372,3648413,25,"CLd10 Annual Fund","9/30/2011 0:00","ptT",NA,NA,NA,NA,NA,"15229-1536",2017,5,15239,40.482655,-79.74278
"6373",6373,19476,30,"CLd10 Annual Fund - Turnback","2/21/2014 0:00",NA,NA,NA,NA,NA,NA,"15085-1201",2016,12,53202,43.046213,-87.9005
"6374",6374,3077262,50,"CLd15 Taste for Talent","3/21/2016 0:00",NA,NA,NA,NA,NA,NA,"15301-9043",2004,6,15232,40.454018,-79.9325
"6375",6375,3002546,30,"CLd15 Taste for Talent","6/19/2015 0:00",NA,NA,NA,NA,NA,NA,"15203-1920",2003,9,15067,40.207526,-79.95304
"6376",6376,3640454,50,"CLd00 Annual Fund","9/27/2016 0:00","clS",NA,"btS",NA,NA,NA,"15108-3281",2016,6,15143,40.561091,-80.15554
"6377",6377,326622,25,"CLd16 Annual Fund","10/23/2014 0:00","bwS",NA,NA,NA,NA,NA,"15217-1750",2015,7,16146,41.230106,-80.49896
"6378",6378,290176,500,"CLd14 Annual Fund","3/28/2013 0:00","poS",NA,NA,NA,NA,NA,"15136-1892",2013,8,15212,40.460669,-80.01144
"6379",6379,129367,50,"CLd14 Annual Fund","6/22/2016 0:00",NA,NA,"ptS",NA,NA,NA,"15241-1753",2009,10,15044,40.631011,-79.95766
"6380",6380,3862890,50,"CLd16 Annual Fund","4/19/2015 0:00","bwS",NA,"ptS",NA,NA,NA,"15126-8208",2010,4,26505,39.646497,-79.95154
"6381",6381,3617339,100,"CLd13 Annual Fund","5/6/2016 0:00",NA,NA,NA,"ptS",NA,NA,"15120-3163",2014,8,15739,40.677609,-79.16422
"6382",6382,231231,100,"CLd10 Annual Fund","3/4/2014 0:00",NA,NA,NA,NA,NA,NA,"15229-1162",2013,1,15139,40.519518,-79.83762
"6383",6383,241473,50,"CLd11 Annual Fund","8/1/2000 0:00",NA,NA,NA,NA,NA,NA,"90262-2689",2012,10,15211,40.428369,-80.01269
"6384",6384,3036195,50,"CLd07 Annual Fund","7/27/2016 0:00",NA,NA,NA,NA,NA,NA,"15061-3135",2016,4,15232,40.454018,-79.9325
"6385",6385,150606,20,"CLd12 Annual Fund","11/25/2014 0:00","bwS",NA,NA,NA,NA,NA,"15101-3020",1999,4,15229,40.518368,-80.03364
"6386",6386,3032101,25,"CLd13 Wine Tasting & Auction","11/9/1999 0:00",NA,NA,NA,NA,NA,NA,"15214-2230",2016,2,15101,40.570915,-79.96033
"6387",6387,202304,10,"CLd16 Annual Fund","3/4/2015 0:00","opT",NA,NA,NA,NA,NA,"15044-8492",2015,9,15222,40.447036,-79.99313
"6388",6388,4544,25,"CLd12 Annual Fund","3/5/2013 0:00",NA,NA,NA,NA,NA,NA,"15226-2417",2016,3,15232,40.454018,-79.9325
"6389",6389,3124093,40,"CLd16 Annual Fund","7/7/2016 0:00",NA,NA,NA,NA,NA,NA,"15215-3228",2000,4,15217,40.430919,-79.92569
"6390",6390,3357645,50,"CLd06 Academy Fund","8/21/2006 0:00",NA,NA,NA,NA,NA,NA,"15017-1921",2016,5,15759,40.771687,-79.04221
"6391",6391,3642888,25,"CLd17 Wine Tasting & Auction","1/27/2014 0:00","clS","clS",NA,NA,NA,NA,"15238-2407",2006,9,28117,35.571827,-80.89228
"6392",6392,4064510,50,"CLd16 Annual Fund","9/11/2013 0:00",NA,NA,NA,NA,NA,NA,"15317-5423",2007,9,16059,40.702289,-79.93733
"6393",6393,186841,50,"CLd04 Annual Fund","10/19/2011 0:00","clS",NA,NA,NA,NA,NA,"15601-8405",2002,9,15057,40.357286,-80.23629
"6394",6394,3201454,25,"CLd12 Annual Fund","2/11/2014 0:00",NA,NA,NA,NA,NA,NA,"15216-2701",2008,7,15224,40.463463,-79.94612
"6395",6395,127175,70,"CLd16 Annual Fund","8/5/2004 0:00","ptS",NA,NA,NA,NA,NA,"15228-1476",2010,5,15106,40.404119,-80.09014
"6396",6396,153133,75,"CLd16 Annual Fund","7/21/2009 0:00","ptT",NA,NA,NA,NA,NA,"15090-7971",2016,8,34109,26.240637,-81.76663
"6397",6397,107327,75,"CLd13 Annual Fund","12/15/2010 0:00","clS",NA,NA,NA,NA,NA,"15232-2179",2016,7,15237,40.552768,-80.03227
"6398",6398,109444,1500,"CLd13 Wine Tasting & Auction","4/27/2006 0:00",NA,"clS",NA,NA,NA,NA,"15473-0178",2003,7,15136,40.471618,-80.07695
"6399",6399,153306,700,"CLd15 Special Projects","6/30/2016 0:00","ptS",NA,NA,NA,NA,NA,"15143-3111",2010,6,15473,40.080727,-79.75697
"6400",6400,198755,35,"CLd03 Annual Fund","9/30/2016 0:00",NA,NA,"btS",NA,NA,NA,"15631-1122",2013,11,15202,40.502918,-80.0704
"6401",6401,164810,50,"CLd17 Annual Fund","4/1/2015 0:00","ptT",NA,NA,NA,NA,NA,"15143-2019",2008,9,15220,40.430822,-80.04453
"6402",6402,642338,25,"CLd04 Annual Fund","8/2/2010 0:00","bwS",NA,NA,"ptT",NA,NA,"15108-2933",2012,8,15317,40.26819,-80.16222
"6403",6403,661341,25,"CLd11 Annual Fund","2/10/2015 0:00",NA,NA,NA,NA,NA,NA,"15220-3015",2009,9,15238,40.518701,-79.86744
"6404",6404,74298,50,"CLd13 Annual Fund","7/24/2003 0:00","bwS",NA,NA,NA,NA,NA,"15143-8626",2006,7,15146,40.431034,-79.76526
"6405",6405,3348073,250,"CLd14 Annual Fund","4/7/2015 0:00","clS",NA,NA,NA,NA,NA,"15214-1312",2016,9,15241,40.329619,-80.07364
"6406",6406,3013259,30,"CLd16 Annual Fund","9/30/2012 0:00","clS",NA,NA,NA,NA,NA,"15143-8611",2008,9,15226,40.394002,-80.01655
"6407",6407,3027481,250,"CLd03 Annual Fund","7/29/2016 0:00","bwS",NA,NA,NA,NA,NA,"15132-7500",2015,2,15601,40.298765,-79.54126
"6408",6408,3038543,25,"CLd15 Annual Fund","10/23/2014 0:00",NA,NA,NA,NA,NA,NA,"16870-7102",2015,7,16059,40.702289,-79.93733
"6409",6409,73134,100,"CLd15 Annual Fund","7/5/2013 0:00",NA,NA,NA,NA,NA,NA,"15139-1023",2000,2,15212,40.460669,-80.01144
"6410",6410,3036080,100,"CLd14 Annual Fund","11/21/2015 0:00","ptT",NA,NA,NA,NA,NA,"43953-3458",2007,8,16037,40.821535,-80.13033
"6411",6411,3240543,241,"CLd16 Annual Fund","12/31/2012 0:00",NA,NA,NA,NA,NA,NA,"15142-1127",2016,3,15057,40.357286,-80.23629
"6412",6412,3917579,20,"CLd14 Annual Fund","10/19/2011 0:00",NA,NA,NA,NA,NA,NA,"15857-3077",2008,10,15241,40.329619,-80.07364
"6413",6413,149547,10,"CLd16 Annual Fund","4/15/2016 0:00",NA,NA,NA,NA,NA,NA,"15601-8867",2005,11,15668,40.451664,-79.67948
"6414",6414,587417,50,"CLd02 Annual Fund","6/8/2016 0:00",NA,NA,NA,NA,NA,NA,"15220-2803",2012,3,15239,40.482655,-79.74278
"6415",6415,3894937,50,"CLd12 Annual Fund","9/9/2016 0:00",NA,NA,NA,NA,NA,NA,"16059-1429",2003,8,15317,40.26819,-80.16222
"6416",6416,130711,8,"CLd11 Annual Fund","7/1/2016 0:00","clS",NA,NA,NA,NA,NA,"15217-2947",2014,9,15071,40.420319,-80.18692
"6417",6417,131752,100,"CLd10 Annual Fund","3/15/2016 0:00",NA,NA,"btS",NA,NA,NA,"15851-1230",2016,12,15101,40.570915,-79.96033
"6418",6418,3489342,100,"CLd15 Wine Tasting & Auction","4/26/2015 0:00",NA,NA,NA,NA,NA,NA,"15228-1309",2017,7,15237,40.552768,-80.03227
"6419",6419,183769,50,"CLd08 Annual Fund","10/26/2011 0:00",NA,"clS",NA,NA,NA,NA,"16066-3326",2013,5,15956,40.358541,-78.78201
"6420",6420,3563693,10,"CLd16 Wine Tasting & Auction","6/19/2014 0:00",NA,NA,NA,NA,NA,NA,"15236-2025",2013,11,15216,40.400319,-80.03566
"6421",6421,3647996,1000,"CLd13 Wine Tasting & Auction","8/30/2007 0:00",NA,NA,NA,"ptT",NA,NA,"15237-1546",1999,1,15221,40.438035,-79.87191
"6422",6422,4016770,50,"CLd14 Annual Fund","5/13/2015 0:00",NA,"ptS",NA,NA,NA,NA,"15236-4419",2011,7,15342,40.241854,-80.21445
"6423",6423,284952,25,"CLd15 Annual Fund","4/8/2002 0:00","clS",NA,NA,NA,NA,NA,"15239-2530",2013,8,15367,40.261394,-80.05254
"6424",6424,3583931,100,"CLd16 Taste for Talent","10/31/2014 0:00",NA,"btS","ptS",NA,NA,NA,"16066-6726",2014,10,15217,40.430919,-79.92569
"6425",6425,3801071,100,"CLd11 Wine Tasting & Auction","5/25/2010 0:00",NA,NA,NA,NA,NA,NA,"15218-1666",2015,11,15235,40.459518,-79.83277
"6426",6426,3947476,100,"CLd15 Annual Fund","11/26/2003 0:00","clS","clS",NA,NA,NA,NA,"15044-0401",2010,8,26302,39.26277,-80.30858
"6427",6427,219933,35,"CLd07 Annual Fund","4/9/2009 0:00",NA,NA,NA,NA,NA,NA,"15220-4903",2006,12,15143,40.561091,-80.15554
"6428",6428,3791286,100,"CLd05 Academy Fund","12/15/1995 0:00","clS",NA,NA,NA,NA,NA,"15066-3402",2016,9,44514,41.016159,-80.61549
"6429",6429,139834,25,"CLd16 Annual Fund","12/31/2012 0:00","clS",NA,NA,NA,NA,NA,"15767-4223",2000,12,15632,40.430632,-79.61837
"6430",6430,3142190,25,"CLd07 Annual Fund","10/17/2012 0:00",NA,"clS",NA,NA,"ptT",NA,"15055-1052",2013,11,15644,40.329238,-79.61469
"6431",6431,3082856,30,"CLd14 Taste for Talent","3/2/1999 0:00","bwS",NA,NA,NA,NA,NA,"15108-2725",2007,5,15217,40.430919,-79.92569
"6432",6432,3398400,250,"CLd17 Annual Fund","5/4/2015 0:00",NA,NA,NA,NA,NA,NA,"15057-3526",2008,9,15022,40.136537,-79.91321
"6433",6433,397434,50,"CLd14 Annual Fund","9/12/2011 0:00",NA,NA,NA,NA,NA,NA,"21502-6149",2011,10,16066,40.700423,-80.11374
"6434",6434,3891684,100,"CLd15 Annual Fund","10/19/2011 0:00","clS",NA,NA,NA,NA,NA,"15232-2008",2016,12,15101,40.570915,-79.96033
"6435",6435,3032101,50,"CLd14 Annual Fund","7/16/2013 0:00","ptS",NA,NA,NA,NA,NA,"26003-5403",2016,12,15221,40.438035,-79.87191
"6436",6436,330060,200,"CLd09 Annual Fund","10/30/2012 0:00","ptS",NA,NA,NA,NA,NA,"16001-8805",2009,9,15005,40.641066,-80.20599
"6437",6437,3629198,25,"CLd02 Annual Fund","9/27/2013 0:00",NA,"ptT",NA,NA,NA,NA,"15122-3117",2014,9,15146,40.431034,-79.76526
"6438",6438,3227424,50,"CLd16 Annual Fund","6/8/2016 0:00",NA,"ptS",NA,NA,NA,NA,"16635-7629",2016,9,15102,40.324535,-80.03864
"6439",6439,3211054,320,"CLd10 Annual Fund","2/21/2007 0:00","bwS",NA,NA,NA,NA,NA,"15139-0149",2000,8,15216,40.400319,-80.03566
"6440",6440,239311,100,"CLd09 Annual Fund","8/22/2016 0:00",NA,NA,NA,NA,NA,NA,"15143-1831",2016,11,15203,40.426211,-79.97826
"6441",6441,487013,30,"CLd15 Annual Fund","11/14/2016 0:00",NA,NA,NA,NA,NA,NA,"15143-2042",2002,3,43913,40.26212,-80.6356
"6442",6442,184991,25,"CLd11 Annual Fund","2/24/2012 0:00",NA,NA,NA,NA,NA,NA,"15108-3735",2007,11,15218,40.424336,-79.88725
"6443",6443,3342741,50,"CLd14 Annual Fund","9/18/2012 0:00",NA,NA,NA,NA,NA,NA,"15053",2016,2,15044,40.631011,-79.95766
"6444",6444,3321560,25,"CLd16 Annual Fund","8/29/2011 0:00","clS",NA,NA,NA,NA,NA,"15090-6315",2015,8,15211,40.428369,-80.01269
"6445",6445,219066,1560,"CLd11 Annual Fund","5/31/2011 0:00","bwS","clS",NA,NA,NA,NA,"15238-2327",2003,4,15146,40.431034,-79.76526
"6446",6446,3044186,100,"CLd16 Annual Fund","9/30/2013 0:00","bwS",NA,NA,NA,NA,NA,"43920-9641",2010,9,15147,40.498218,-79.83426
"6447",6447,184991,8.5,"CLd14 Annual Fund","4/29/2014 0:00",NA,NA,NA,NA,NA,NA,"15642-9119",2003,6,15217,40.430919,-79.92569
"6448",6448,3658003,50,"CLd14 Annual Fund","10/25/2013 0:00","clS",NA,"btS",NA,NA,NA,"15216-1004",2007,10,15701,40.626307,-79.16146
"6449",6449,3176516,50,"CLd16 Taste for Talent","12/5/2011 0:00",NA,NA,NA,"ptT",NA,NA,"16001-3446",2013,8,15330,40.178679,-80.10014
"6450",6450,207490,25,"CLd03 Annual Fund","5/31/2013 0:00",NA,NA,NA,NA,NA,NA,"15143-8600",2016,4,15033,40.176375,-79.86138
"6451",6451,635808,200,"CLd06 Annual Fund","6/2/2016 0:00","clS","ptT",NA,NA,NA,NA,"33905-5837",2016,9,15222,40.447036,-79.99313
"6452",6452,635529,100,"CLd04 Annual Fund","4/23/2014 0:00",NA,NA,NA,NA,NA,NA,"15021-9593",2016,3,15473,40.080727,-79.75697
"6453",6453,330429,25,"CLd11 Annual Fund","2/9/2004 0:00",NA,NA,NA,NA,NA,NA,"15222-3504",2009,2,44646,40.805131,-81.50101
"6454",6454,433859,15,"CLd16 Annual Fund","8/17/2011 0:00",NA,NA,NA,NA,NA,NA,"15143-1837",2011,12,15241,40.329619,-80.07364
"6455",6455,3486486,100,"CLd11 Annual Fund","1/22/2016 0:00",NA,NA,NA,NA,NA,NA,"15143-1709",2016,7,15068,40.571108,-79.74226
"6456",6456,3452543,25,"CLd10 Annual Fund","7/18/2007 0:00",NA,NA,"poS",NA,NA,NA,"15090-8671",2012,7,15202,40.502918,-80.0704
"6457",6457,3601761,30,"CLd09 Annual Fund","7/9/2015 0:00","ptS",NA,NA,NA,NA,NA,"16046-4220",1999,2,15237,40.552768,-80.03227
"6458",6458,3671232,10,"CLd11 Annual Fund","2/10/2016 0:00",NA,NA,NA,NA,NA,NA,"15226-2112",2016,11,15108,40.500665,-80.18464
"6459",6459,3984881,226.5,"CLd16 Annual Fund","5/27/2004 0:00",NA,"poS",NA,NA,NA,NA,"15232-2814",2011,5,16046,40.695658,-80.03359
"6460",6460,157512,25,"CLd07 Annual Fund - Turnbacks","2/17/2015 0:00",NA,NA,NA,NA,NA,NA,"15116-1026",2012,3,15090,40.617016,-80.05916
"6461",6461,4005938,450,"CLd14 Annual Fund","2/24/2016 0:00",NA,NA,NA,NA,NA,NA,"16063-2726",2000,3,26003,40.071472,-80.6868
"6462",6462,3704830,250,"CLd14 Annual Fund","9/8/2014 0:00",NA,NA,NA,NA,NA,NA,"15465-0259",2013,11,15465,39.932084,-79.65217
"6463",6463,261438,50,"CLd15 Annual Fund","9/14/2016 0:00",NA,NA,NA,NA,NA,NA,"15228-2358",2016,3,15203,40.426211,-79.97826
"6464",6464,102846,360,"CLd09 Annual Fund","2/16/2016 0:00",NA,NA,NA,NA,NA,NA,"15116-1425",2015,12,15601,40.298765,-79.54126
"6465",6465,4088415,100,"CLd13 Annual Fund","8/20/2009 0:00",NA,NA,NA,NA,NA,NA,"16066-5622",1996,2,15212,40.460669,-80.01144
"6466",6466,3114483,500,"CLd17 Annual Fund","11/5/2014 0:00",NA,NA,NA,NA,NA,NA,"15232-2008",2013,5,16335,41.637502,-80.15214
"6467",6467,433024,100,"CLd14 Wine Tasting & Auction","4/1/2005 0:00",NA,NA,NA,NA,NA,NA,"15001-3044",2015,4,16001,40.877664,-79.9113
"6468",6468,319038,25,"CLd16 Annual Fund","5/10/2010 0:00",NA,NA,NA,NA,NA,NA,"44413-9737",2014,4,15317,40.26819,-80.16222
"6469",6469,3053134,100,"CLd16 Annual Fund","6/15/2009 0:00","bwS",NA,NA,NA,NA,NA,"15241-2248",2015,11,26062,40.412067,-80.57542
"6470",6470,4042752,50,"CLd14 Annual Fund","12/6/2015 0:00","clS",NA,NA,NA,NA,NA,"15206-2212",2012,10,15825,41.160579,-79.06479
"6471",6471,3590966,500,"CLd16 Annual Fund","6/25/2014 0:00","btS",NA,NA,NA,NA,NA,"15065-1946",2013,2,15239,40.482655,-79.74278
"6472",6472,3117971,50,"CLd16 Annual Fund","9/17/2013 0:00","clS","clS",NA,NA,NA,NA,"15208-1802",1996,3,15235,40.459518,-79.83277
"6473",6473,106009,350,"CLd17 Annual Fund","9/14/2016 0:00",NA,NA,NA,NA,NA,NA,"15025-5221",2014,11,15068,40.571108,-79.74226
"6474",6474,3300093,25,"CLd14 Annual Fund","8/22/2011 0:00","clS",NA,NA,NA,NA,NA,"15090-7469",2012,12,15642,40.325902,-79.71324
"6475",6475,207490,50,"CLd15 Annual Fund","8/23/2012 0:00","ptT",NA,NA,NA,NA,NA,"15044-9398",2008,7,15236,40.342869,-79.97929
"6476",6476,3243197,250,"CLd95 Annual Fund","11/4/1999 0:00",NA,"opT",NA,NA,NA,NA,"15037-1441",2014,11,15090,40.617016,-80.05916
"6477",6477,3340890,50,"CLd13 Annual Fund","6/27/2016 0:00",NA,NA,NA,NA,NA,NA,"15220-2025",2000,5,15108,40.500665,-80.18464
"6478",6478,3142658,10000,"CLd16 Annual Fund","12/5/2011 0:00","ptT","poS",NA,NA,NA,NA,"15601-1747",2011,7,15235,40.459518,-79.83277
